,Meat,Seafood,Mexican,Italian,Pork,Korean,Asian,Fish,Starch,Ground_meat
Chef Johns Italian Meatballs,0.3470300568032805,0.6181792641471068,0.004348268946638224,0.004349224869799472,0.004349417504500829,0.004348213157954013,0.004348764427610692,0.004348887150818429,0.004348927828030441,0.004348975164260569
Chef Johns Juicy Lucy,0.005557411901709273,0.005556873806428247,0.005556680728539959,0.1630812917035207,0.005557302791186915,0.00555627577637593,0.005556627673138165,0.21662577462370003,0.005556632674450881,0.58139512832095
Chef Johns Lamb Moussaka Burger ,0.7583511701645297,0.0026323359735811584,0.002632146851585143,0.15466917827540885,0.002631954702354298,0.0026324796361084056,0.0026319694887389096,0.002632424848616009,0.0026324676055857086,0.06855387245349194
Chef Johns Lasagna,0.0024396623148804446,0.002439703828439663,0.0024393167742359327,0.5292105596385125,0.002439485690293813,0.002439163936571858,0.0024392737303427186,0.0024395619416176582,0.4512739305862687,0.0024393415588366365
Chef Johns Lobster Mac And Cheese,0.0029424981353373125,0.747196757009866,0.002942372644982114,0.002941933226250745,0.0029422043376573807,0.002942537406986902,0.002943295541251095,0.002941581946819608,0.22926415529461605,0.002942664456232919
Chef Johns Lobster Thermidor,0.004348522309578509,0.8388877290535003,0.004348169318162106,0.0043482646880334775,0.004348291654014341,0.004347871008384811,0.004347951918942492,0.004348225807437401,0.12632679693186785,0.004348177310078866
Chef Johns Loco Moco ,0.4086705616937096,0.003031121475977161,0.003031106201435232,0.003030630669484427,0.0030307903676347267,0.3773057921265727,0.0030310761391685466,0.0030309048826828275,0.0030308427278015293,0.1928071737155334
Chef Johns Macaroni And Cheese,0.004348737810908426,0.7670729790604683,0.004348312408508855,0.0043487803509505004,0.19813761807660965,0.004348545050259708,0.004348510262074737,0.00434842299537166,0.004348686366570082,0.0043494076182781245
Chef Johns Meatless Meatballs,0.0031256755512546826,0.6475442657772223,0.0031253551117853664,0.00312594409284314,0.003125444239166998,0.0031255031102770223,0.0031254583951236255,0.003125741613243812,0.3274507692899194,0.0031258428191636174
Chef Johns Mini Christmas Hams,0.43972411863651356,0.003226086493045078,0.003226155610454067,0.003226117985316763,0.5344650525167205,0.0032263615031210523,0.003226739280377345,0.003226379904925237,0.0032262890538383693,0.0032266990156878507
Chef Johns New Orleans Style Barbequed Shrimp ,0.6978892324030641,0.22189966965905858,0.0027031046415520706,0.0027030935567299024,0.061288750665349966,0.00270349286524733,0.002703262034561184,0.002703169067662202,0.0027030223621088457,0.002703202744665893
Chef Johns Paper Pork Shoulder,0.003704334641487031,0.003705245100447106,0.003704137790197864,0.0037039414123460406,0.36908202139919255,0.0037040126390762915,0.0037044690945464386,0.6012836130069258,0.003703880493834336,0.0037043444219464904
Chef Johns Pasta Con Le Sarde,0.0034487021010302303,0.0034497623411823526,0.003448378680035882,0.003450134075007318,0.0034484501900013806,0.0034485253729192454,0.0034484511605015577,0.9689594290926558,0.003449376352700737,0.003448790633965449
Chef Johns Pasta Primavera,0.20168806342200388,0.2646265665254085,0.0029418000682405244,0.0029423722722214407,0.002941577922795956,0.002942324149851383,0.0029417942724254517,0.23571168346717752,0.1611316903844843,0.12213212751539103
Chef Johns Perfect Prime Rib,0.0076939945124229895,0.28382869815759343,0.007692889561284178,0.007692902258720254,0.6546271312649408,0.007692505318101376,0.007692551735507427,0.007693100603804322,0.007693684040425902,0.007692542547199304
Chef Johns Picadillo,0.5942617928976304,0.0038466514463875406,0.00384685283843744,0.0038467497216642353,0.003846796903647023,0.0038469975320913636,0.0038468367413479073,0.37496402576815485,0.0038467995932746036,0.0038464965573647434
Chef Johns Porchetta,0.10428776532091132,0.0034494673928922802,0.0034486605493619605,0.0034490928438094272,0.35195960998935494,0.003449331812250797,0.0034488552220745664,0.5196094209153357,0.003449329270004459,0.003448466684004742
Chef Johns Pork And Beans And Greens,0.3568651700941656,0.002703227762253496,0.0027038880898397986,0.0027042576773037195,0.21975210175265664,0.002703288097641088,0.0027034058678148476,0.40445812233206313,0.0027033180395898367,0.002703220286671654
Chef Johns Potato Gnocchi,0.007696822654670516,0.007692813884625863,0.007693014993065648,0.007693335044051674,0.00769267199084627,0.00769299899884446,0.00769281516225583,0.007692655409411025,0.9307596596747058,0.007693212187522946
Chef Johns Pourable Pizza,0.006667500084456945,0.006667315665060597,0.00666834536288045,0.0066672753732383684,0.006669973740851665,0.006667587390953096,0.006669348017718044,0.00666751406285525,0.9399880959774576,0.0066670443245280256
Chef Johns Prison Style Meatloaf,0.00454682004423853,0.9590792454320823,0.004546053032997102,0.004547299029434351,0.004546526661668138,0.004547130969329105,0.004546758304787683,0.004546811632428853,0.004546701753457275,0.004546653139576678
Chef Johns Pulled Pork Bbq,0.2732103766115417,0.00400054296840606,0.004000560466215884,0.00400023457347019,0.5675823566140289,0.004001044074530799,0.004000908890169368,0.004001913146850543,0.004000949953788686,0.13120111270099782
Chef Johns Pumpkin Braised Pork,0.004168122451268878,0.00416830124960375,0.004167980147634294,0.004167310574131211,0.9624889618264131,0.004167483004525738,0.004167122616460539,0.00416904960582694,0.0041688154855939775,0.0041668530385417235
Chef Johns Red Beans And Rice,0.7772013188182698,0.0032263414033892896,0.11910736591958393,0.0032263250078378917,0.0032262523336303774,0.08110495143739865,0.0032265505569194276,0.003226477633444567,0.003226611912728457,0.003227804976797608
Chef Johns Ricotta Meatballs ,0.004168090658258498,0.004167980083015372,0.004167360414510252,0.5043238748104196,0.004167572220198583,0.0041674119034052015,0.004167445005299492,0.004168220141008738,0.4623343187352031,0.004167726028681021
Chef Johns Roast Christmas Goose,0.9571374252089694,0.004762721599583972,0.004762143380837888,0.004762466520739458,0.0047631682792326855,0.004762456731498448,0.004762334303551984,0.004762686349062979,0.004762535674402386,0.004762061952120713
Chef Johns Roast Turkey And Gravy,0.9709645658029868,0.003226366613755742,0.0032260806965334417,0.00322606955027444,0.003226592542638003,0.003226067623000343,0.003226070061334766,0.0032260831773415146,0.003226124263411759,0.003225979668723243
Chef Johns Roasted Leg Of Lamb,0.9608662554319531,0.0043481294806650105,0.004348390825904854,0.0043480745319288494,0.004348332960752577,0.004347981899255834,0.0043483676232226876,0.0043482322039205155,0.004348261316655509,0.00434797372574103
Chef Johns Salmon,0.005556871260472325,0.26234218784723423,0.005556591616735936,0.005556088610388817,0.29908096215745167,0.005557062384251178,0.00555749944194416,0.3996803503881473,0.005556125851486884,0.0055562604418875035
Chef Johns Salmon Cakes ,0.261868072978931,0.19204698996966463,0.005000474405182737,0.005000728186730279,0.005001282916431027,0.005000473858942126,0.005000452925369969,0.5110791242264534,0.005001338521494893,0.005001062010800005
Chef Johns Salmon Mango Bango,0.005264278002774309,0.0052636168136721544,0.005265228137012746,0.06813353465260075,0.005263812958589931,0.005264286794131154,0.27817435605642366,0.6168439253051599,0.00526351033926903,0.005263450940366363
Chef Johns Sausage And Egg Pizza,0.19697235672714125,0.0037044001916202254,0.0037042670215444995,0.17217951595334036,0.00370425247272348,0.0037057447842240914,0.00370420012733852,0.003704440397564719,0.6049162843066271,0.003704538017875533
Chef Johns Scalloped Oysters,0.3522424523941002,0.5458263380109943,0.005556062965482346,0.005556152822971042,0.005556326161006025,0.06303849800950892,0.005555803963586207,0.00555640590019536,0.005556261026378535,0.00555569874577704
Chef Johns Shakshuka,0.2052858182226517,0.0031255482802186743,0.0031257561872953406,0.33185884531561577,0.003125447810791628,0.003125149968780967,0.003125592261618469,0.44097681211898127,0.0031257613460249287,0.003125268488021323
Chef Johns Shepherds Pie,0.5411608888127356,0.00526420617545016,0.005265023645532246,0.26322044457603505,0.0052646787309825315,0.07102912654252015,0.005264580033658611,0.0052641600367260505,0.005264061760119876,0.09300282968623959
Chef Johns Shrimp Fra Diavolo,0.2655067622378993,0.545918826971657,0.003571801449435625,0.1635704737069863,0.0035718328436412663,0.0035718089422604213,0.0035717691852565677,0.0035726388553634046,0.003572387614791985,0.003571698192708253
Chef Johns Sloppy Joes ,0.004546859987449925,0.0045463873052016155,0.004546303506770981,0.004546466610991834,0.40217708603700797,0.004546836625351544,0.004546917525659958,0.2763168220913753,0.004546297774421037,0.28968002253576985
Chef Johns Smothered Pork Chops ,0.9526213267561541,0.005264327013322468,0.005265276484859064,0.00526387768787995,0.005265396706955932,0.005264002103040374,0.0052640984090336004,0.005264182531171439,0.005263849983619277,0.005263662323963693
Chef Johns Spaghetti Al Tonno ,0.002778154080605712,0.18996813563060463,0.00277795148404536,0.1655085925314286,0.0027780194443461866,0.0027780046570643722,0.0027779675377227727,0.4820904391605135,0.14576489596054693,0.0027778395131219857
Chef Johns Spaghetti Alla Carbonara,0.004000811129975241,0.004000824788126434,0.0040003663136307915,0.004001184519337008,0.004000634756939859,0.004000205553889706,0.004000310573011389,0.004000757352487361,0.9639946364183319,0.004000268594270258
Chef Johns Spaghetti With Red Clam Sauce,0.003334123763964287,0.0033342334199127866,0.003333578146352104,0.3682530381656064,0.003333766126130277,0.003334597085906666,0.0033340880129168224,0.6050745562045672,0.0033344083815089035,0.0033336106931345787
Chef Johns Steak Diane,0.6607612400933341,0.18151696959772076,0.00333377263922535,0.0033339145366709766,0.13438332789837953,0.0033345145730405944,0.0033343392225818795,0.003334029479459238,0.0033337632030904702,0.0033341287564971583
Chef Johns Steak Pizzaiola,0.7372639926606681,0.003031006188857455,0.0030305952092868254,0.0030312217694305386,0.0030308677070682863,0.0030311093283291006,0.0030308146297877503,0.23848890787596072,0.0030307176219214085,0.00303076700868984
Chef Johns Stuffed Peppers,0.5918488795815435,0.002222723238459467,0.0022225557581595423,0.0022229723898957022,0.00222277174169561,0.0022232000879784898,0.0022228153614355928,0.002223071520337485,0.3903684082410289,0.0022226020794655853
Chef Johns Swedish Meatballs,0.5747719523339455,0.2270348060780553,0.003031143564022358,0.0030307403020691398,0.003031081186562106,0.0030307750927198868,0.0030310403296066697,0.003030871102412594,0.0030308323459295457,0.17697675766467696
Chef Johns Teriyaki Burgers,0.005264343005222467,0.005263841044812294,0.005264089813016405,0.005265756784445882,0.005264234674820675,0.2473942014187786,0.46648953804954363,0.005264303308421993,0.005263888446719484,0.24926580345421853
Chef Johns Tomato Tart,0.004167432143201516,0.4676122523695504,0.004167041398274382,0.00416794026452423,0.29185716212784807,0.0041668484516397715,0.004167014806734237,0.00416785416694731,0.21135959762494605,0.004166856646334069
Chef Johns Turkey Burger,0.636508247869709,0.005883512166645804,0.005883716363528895,0.005882908204204699,0.005882760749587186,0.005884208687696905,0.17120809445299556,0.1511007071618562,0.005882830190841872,0.005883014152933909
Chef Johns Turkey Noodle Casserole,0.6436549385360011,0.0034492677825594983,0.0034494707396365,0.32875350608402415,0.0034484824362636447,0.0034487796343626326,0.0034487684088484005,0.0034491563827902263,0.0034488077437740605,0.0034488222517399087
Chef Johns Turkey Sloppy Joes,0.3027367077197682,0.0035725303146529083,0.003572026393918159,0.0035728847559088265,0.00357224704596553,0.0035721380690161317,0.318288095358327,0.0035721603346846337,0.003572677043184558,0.35396853296457415
Chef Johns Ultimate Steak Sandwich,0.41570699895662705,0.16340134404639267,0.0029416514329794344,0.0029415612245492625,0.18731691941698936,0.0029422406690683962,0.002942201236456386,0.15990971530203618,0.0029423316692460608,0.0589550360456551
Chef Johns Yucatan Style Grilled Pork,0.5292573224999655,0.004546119077850512,0.17243805913530047,0.004545997303100348,0.0045471387057297,0.004545840526515734,0.004547058526078961,0.26648088244627666,0.004545796931701636,0.004545784847480484
Cherry Tomato And Cheese Galette,0.11134637790537048,0.30374938048264205,0.0022729256536867188,0.0022732184298533444,0.16896829226859061,0.0022729034855044385,0.0022729478045248764,0.0022733855241324217,0.40229757807912353,0.0022729903665715725
Cherry Tomato Sauce With Penne ,0.2543601623530994,0.004546684277599786,0.004546616968309903,0.20899740496426872,0.004546136803141731,0.004545826431735387,0.004545986562444488,0.004547020343916512,0.5048184942821392,0.0045456670133447626
Chicago Deep Dish Pizza,0.00256433139788653,0.0025644854381494486,0.002564211486689608,0.002564607000398277,0.0025642550906504243,0.0025643322274305656,0.002564324531975782,0.002564365626434935,0.9769208025603283,0.002564284640056167
Chicago Inspired Italian Beef Sandwich ,0.828913167825898,0.14608101864925624,0.003125648931566195,0.003125917428821528,0.0031255516572565975,0.0031254649219585435,0.0031255329678593793,0.0031257461145138754,0.003126130970554304,0.003125820532315388
Chicago Style Hot Dog,0.554929807769174,0.004348089028496202,0.004348209366036996,0.004348657412881078,0.004348287106860532,0.004349063823269155,0.004348169135624319,0.004348432899174238,0.004347986554238263,0.41028329690424525
Chicago Style Pan Pizza,0.004546154702429217,0.004546258542272441,0.004545874545834722,0.7679809962881478,0.004546345658349871,0.004547698577631153,0.004545896161124214,0.19564747388241763,0.004546973418850022,0.004546328222942971
Chicken And Mushroom Chimichangas ,0.002858086416331026,0.0028580150637323135,0.827063014457065,0.15007412695010966,0.002857593668127348,0.0028577165823069446,0.0028577615682348315,0.002857949417957801,0.0028581206998939527,0.0028576151762411154
Chicken Little Semi Boneless Roast Game Hen,0.9499919937194418,0.005556901262915457,0.005556553418150452,0.005556213281190163,0.005556699033854521,0.005556535692271323,0.005556385599849815,0.005556399439864238,0.005556187658573454,0.00555613089388889
Chicken With 20 Cloves Of Garlic ,0.421417231511503,0.004547194656010959,0.004546479363683208,0.00454657621820317,0.004546766252615306,0.0045463814677851365,0.004546095697258877,0.5422106372009106,0.004547085362825754,0.004545552269203911
Chile Garlic Bbq Salmon,0.006250471044455563,0.0062503546151685295,0.16235540083527064,0.006250607488824956,0.006250578563820732,0.006252467081437107,0.7876371133369293,0.006251985363881244,0.006250195124844446,0.0062508265453674865
Chile Verde Ii,0.4239883680724989,0.0034485716782238214,0.16332427805976624,0.003448638753866315,0.0034491930871158346,0.0034487292572171068,0.003449133514893318,0.3885460607738935,0.0034484957307129374,0.00344853107181205
Chinese Barbeque Pork Char Siu,0.0033337573432987958,0.0033336822579936557,0.003333587364749434,0.003333538433764319,0.7997672880035328,0.17356292494882922,0.003334083416514243,0.003333769019210049,0.003333548504613276,0.0033338207074942662
Chinese Pepper Steak,0.005001385094440699,0.005000697935008321,0.005000828632831729,0.005001920738375071,0.005000414389344411,0.0050013591723339496,0.9549892515924249,0.005002630811310122,0.005000827912090491,0.005000683721840595
Chinese Pork Dumplings,0.003334348707955744,0.0033339047747590004,0.003333914993684764,0.0033339166326519045,0.003334145988696417,0.3636063986199949,0.6097210817531059,0.0033335682135719174,0.0033345914623850777,0.003334128853194451
Chipotle Crusted Pork Tenderloin,0.007693763030249926,0.00769327169929557,0.007694781763085963,0.007693280852916724,0.007694926157294474,0.0076931271010988985,0.9307564275300012,0.007693612722771571,0.007692860774419653,0.007693948368865998
Chipotle Shrimp Tacos,0.006668217355749562,0.33449301802309095,0.612163092456646,0.006667724440470739,0.006667794141428608,0.006668592265477973,0.006668176137700069,0.006667815766671588,0.006667393752343744,0.006668175660420902
Chop Suey,0.6371322232793598,0.005000516696599953,0.005000582190298281,0.005000441149684348,0.005001964004268618,0.00500183500473464,0.32285970338357245,0.005000473344975814,0.00500141294110591,0.005000848005400233
Chorizo Steamed Clams,0.006251279375592533,0.8104808492425842,0.0062503452517843495,0.006251961839668282,0.006250309933889309,0.0062510564162429685,0.006250671444179382,0.006252560859047329,0.13950993005661416,0.006251035580397487
Chorizo Stuffed Bell Peppers,0.2886530671982372,0.0032269173498737473,0.0032260574385512292,0.6090948802690102,0.0032262200484495887,0.003227435741528893,0.0032264955131888376,0.003226513325304452,0.0032263233272896933,0.07966608978856621
Christmas Prime Rib,0.6364031162015164,0.004000267525773502,0.004000732143203464,0.00400041554959694,0.33159199863375605,0.004000695594160929,0.0040007006125859935,0.004000832549154107,0.004000298034734253,0.004000943155518431
Cider Braised Pork Shoulder,0.22643500330982314,0.16755922382630167,0.0029415642990964336,0.0029414585130690916,0.5854150916630358,0.002941686519872587,0.002941593089227854,0.0029415900162785675,0.002941469746648131,0.002941319016646552
Cindys Jambalaya,0.7275443960597072,0.24281859814848347,0.003704559643801864,0.00370524929028135,0.003704006130870081,0.0037051760851667085,0.0037044085541024668,0.003705290666195973,0.00370426694110362,0.00370404848028718
Clam Sauce With Linguine,0.007143697825057781,0.9357059693442608,0.007143275653496044,0.007145223669233568,0.007143415527157669,0.0071433543394669695,0.007143646997998991,0.007144516311998851,0.007143669152535202,0.007143231178794054
Clams Italiano,0.008334683216782901,0.9249887690324733,0.008334105042090648,0.0083350701958021,0.008334155225077874,0.008334276976751933,0.008334231569280296,0.00833632231019845,0.008334816472781979,0.008333569958760528
Classic And Simple Meat Lasagna,0.004167318731571948,0.004167371864925489,0.004167245129049068,0.9063128075890264,0.004167404780179562,0.004167050837155033,0.004167299787097192,0.004167358324023872,0.06034882290244128,0.00416732005453007
Classic Cuban Midnight Medianoche Sandwich,0.007693385532323859,0.007694481547759979,0.007692412411131132,0.007694408963956757,0.0076952585455131,0.007692501256727334,0.0076933344224700785,0.007692611057428032,0.007693463893354851,0.9307581423693349
Classic Fried Rice,0.3049804034308,0.008335008082650265,0.008333917529434109,0.008334941598610245,0.008334139361607673,0.37673886087610764,0.0083350913905322,0.008337214451469135,0.008333788155890936,0.25993663512289794
Classic Meatloaf,0.6499951428481605,0.00270367534629326,0.002703078760509762,0.002703551847181459,0.25655791341238526,0.002703477264941409,0.0027034668140649993,0.0027034890087815227,0.0027035085415253934,0.07452269615615645
Cocoa Cherry Pork,0.004546887554299974,0.004546448151554964,0.004547192415067717,0.004546521920531451,0.0045468431644080706,0.004546078997911596,0.9590805406025326,0.004547380957019983,0.004546332756878106,0.004545773479795704
Coconut Milk Corned Beef And Cabbage,0.9653778736196248,0.0038463956631891133,0.0038468243844106335,0.0038466261942809708,0.003846533227566128,0.0038470852312792103,0.003847968155279806,0.0038464500167223227,0.0038474669946938294,0.0038467765129530365
Coconut Tilapia With Apricot Dipping Sauce,0.005883775328719356,0.005884020369673829,0.13622337931428324,0.2846502983126442,0.005883258691786508,0.0058837505457279525,0.0058838395498052275,0.005883467404375012,0.0058840907508184645,0.5379401197321663
Cola Pot Roast Ii,0.6370641070882528,0.005264300559375206,0.005265143777122446,0.005264540988649281,0.005264260108935366,0.005263544042705231,0.005264196244255818,0.0052634960805862325,0.005263388627104604,0.32082302248301303
Colorful Vegetable Fajitas,0.0035721420143534277,0.003571875322791116,0.22001631282082093,0.23482972947146477,0.0035717522310185776,0.0035719191262809096,0.0035720123770736014,0.5201507129152009,0.0035719412517463073,0.003571602469249398
Coney Island Hot Dogs,0.6533294768198257,0.0038467029676615056,0.0038480287621068896,0.003846628461372652,0.0038471080244728366,0.003847437549893919,0.003847120689087364,0.0038468728090171934,0.0038464658290907516,0.31589415808747123
Copycat Fried Chicken Sandwich,0.2574827215989898,0.0023812453324132507,0.5267827779889658,0.0023811348515637948,0.0023812492582843386,0.002381334276290046,0.0023812119433863723,0.002381271127310215,0.0023812324624713577,0.19906582116032512
Corn Dogs,0.47913106506979314,0.005000908104076177,0.005001440766365274,0.005001143206997574,0.005000819896496241,0.005000684626760636,0.21017724431869658,0.0050014978757442,0.27568387844133135,0.005001317693738899
Corned Beef Kimchi Fried Rice,0.24285104360924756,0.004546416088076624,0.06183820942548367,0.0045462394135543475,0.004545946565793924,0.6634858184458977,0.004546400279314965,0.004547171209109043,0.004546659368964728,0.004546095594557491
Cornish Finnish Michigan Pasties,0.9590847922698198,0.004545775044120376,0.0045460195337898475,0.0045458357089449754,0.0045463269546547995,0.004546143438835771,0.004546610105789873,0.0045457328749453525,0.0045465778571227205,0.004546186211976574
Cotechino And Braised Beans,0.9689588228315207,0.003449557325688589,0.003448858789606091,0.0034491751819799004,0.0034487529591354085,0.0034484899338868553,0.0034485095486984745,0.0034492226224281945,0.003449480764321995,0.003449130042733843
Cottage Meatloaf,0.0055571681702570866,0.005556694368636443,0.005556249277271401,0.0055571609938740146,0.005557595246178233,0.005555979147621101,0.005556764271914901,0.3637077598640538,0.005556381525818145,0.5918382471343749
Country Fried Steak,0.2991384388226559,0.2992403342999804,0.0058837519669462665,0.005883520005393996,0.005883620455660957,0.005883454779316752,0.3604349650829418,0.005884087756380686,0.005883592075388098,0.005884234755335213
Crab Legs With Garlic Butter Sauce,0.9099848186296983,0.010005551645214194,0.010000642620766876,0.010002117265304469,0.010001393946257878,0.01000067082054693,0.01000078753597055,0.010002221809099278,0.01000115547589505,0.010000640251246608
Crab Stuffed Filet Mignon With Whiskey Peppercorn Sauce,0.7806955304529626,0.12172158297862457,0.002127974450334405,0.002128324217867862,0.08268614668639535,0.0021282611776316865,0.002127990182840085,0.002128253488141047,0.002127889070332402,0.0021280472948699987
Crab Stuffed Flounder,0.30217788236660204,0.5153076212457883,0.0041672980918505305,0.004167664204896219,0.004167806301273816,0.004167956091959003,0.004167537949811637,0.004168223863114442,0.004167168414258416,0.15334084147044544
Cranberry Stuffed Game Hens,0.8734682956975742,0.002703256450099095,0.00270321429222626,0.0027030019241736786,0.10490679514620513,0.002703182318530135,0.002702959217103791,0.002703111509225722,0.002703085427643721,0.0027030980172182205
Creamy Bay Scallop Spaghetti,0.1307304035338415,0.6754398044175172,0.004000811520922314,0.004001043527749388,0.00400067388926398,0.0040008468100633755,0.004001176392446536,0.004000930952094372,0.1658241616763759,0.004000147279725546
Creamy Herbed Pork Chops,0.2063503088901051,0.2934342807427317,0.006251616733561145,0.006251342028017033,0.0062514816717009316,0.006250418183085643,0.45645588695052036,0.0062511117698909905,0.0062521305205182455,0.0062514225098687535
Creamy Mushroom Meatloaf,0.7806928297308182,0.17719616146554393,0.0052641139098864725,0.005264145521156286,0.005264240582977816,0.005263256297879574,0.005263693001032528,0.0052634635161945345,0.00526359478978258,0.005264501184727914
Creamy Pesto Shrimp,0.0076930459177117485,0.9307608787542916,0.007692753286903715,0.0076970764859707495,0.007692897084055053,0.007692433181961162,0.0076925091612424935,0.007692939053834008,0.007692998936236565,0.007692468137792965
Creamy Ricotta Pasta Sauce,0.006251398305001671,0.006251445516557649,0.006250647213260885,0.628837063013468,0.006251236974525046,0.006250755598952577,0.0062509671395684025,0.3211542478384185,0.0062514699647953234,0.006250768435451952
Creamy Salmon And Leek Pasta,0.0047629472155490404,0.3076071599861173,0.07101539649024301,0.004763050883195252,0.24408609314895507,0.004762843441588972,0.00476286278198421,0.2705067485853423,0.08297067951317315,0.004762217953851707
Creamy Tomato Tuna Penne Pasta,0.2005654839010091,0.11534897020022948,0.00303065701901729,0.003031413352669679,0.003031766482047722,0.0030308952933761546,0.0030306098385520356,0.14325469079329312,0.5226450883213702,0.003030424798435157
Creole Crab Noodles,0.171992690725869,0.0037045587905240778,0.003704480817732876,0.0037049318146373605,0.003704371303554245,0.36876886626549676,0.3138561218479454,0.12315546888255417,0.003704220410928604,0.0037042891407573606
Crispy Beer Batter Fish Chips,0.004763144151188279,0.00476236729067287,0.004763557183485571,0.004762213451379647,0.004762791004323274,0.004765363951992497,0.004764365999665794,0.0047623091787217,0.9571315694428147,0.004762318345755627
Crispy Fresh Corn Fritters With Crab And Chipotle Lime Dressing,0.5693251325951669,0.0033337882305456393,0.21570083103953333,0.003333921233601004,0.003333591899563561,0.003334102764744356,0.003334031717630745,0.003333957910965362,0.191636254618867,0.0033343879893820926
Crispy Pork Carnitas,0.3837896505455872,0.004546365331699377,0.004546496545552457,0.004545837448277546,0.3420484090876589,0.004545694551626786,0.0045464563344578485,0.24233928196030247,0.004546123971959807,0.004545684222877659
Crispy Pork Cutlets,0.8054181891751573,0.002857727581765382,0.002857830904314997,0.0028575703775268677,0.002857816053289883,0.0028577955322634536,0.0028578989792936347,0.07655404322597259,0.0028578294294592907,0.09802329874095674
Crispy Skin Salmon On Potato Mushroom Salad ,0.4835657910130629,0.004547144558582652,0.004545687196379586,0.004546352597002215,0.10551860775783227,0.004545880458687401,0.004545994575350311,0.379092232014841,0.004545922182822114,0.004546387645439731
Crunchy Eggplant Parmesan,0.004348910612498476,0.6616312967526371,0.0043482046490129845,0.1437489822962607,0.004348343356359859,0.004348641185879624,0.004348427468016389,0.004348429874719916,0.16418013670799414,0.004348627096620785
Crust For Veggie Pot Pie,0.016673257773527496,0.016669148899930167,0.01666900645959626,0.016668191413551678,0.01666962454849282,0.016667021475989797,0.016668075684534184,0.01666818647504162,0.8499795156391685,0.016667971630167446
Cuban Midnight Sandwich,0.005556626852033453,0.005556700208169249,0.0055570416085157235,0.0055566100632126894,0.005555908355547999,0.0055558366492408275,0.00555588376476273,0.005556360395234315,0.4187364982592073,0.5368125338440759
Curly Q Grilled Sausages ,0.01000177584592435,0.010001911439739709,0.010000812775146096,0.4228586769617391,0.14543217024836028,0.010001118356328451,0.3616986909325165,0.010001061754287355,0.010002546316635729,0.010001235369322431
Dads Cheesy Bacon Wrapped Meat Loaf,0.004763248051529207,0.0047631010236384415,0.0047626839204502345,0.5475182555112561,0.004762848801093887,0.004762214471522262,0.004762611654462556,0.00476312852516672,0.00476239247288594,0.4143795155679946
Dads Leftover Turkey Pot Pie,0.6108994079888825,0.23585553692960573,0.003449310591288644,0.0034490194123932374,0.0034488831715869875,0.12910239483781527,0.0034488965375853026,0.003448825985803205,0.003448791535348869,0.0034489330096903075
Daves Low Country Boil,0.8018204267450275,0.15111472513042548,0.005885041458806983,0.005883242729420072,0.005882451325461139,0.005882353032182005,0.005882353008136485,0.005882431639164748,0.005882834809901185,0.005884140121474398
Delicious Salmon,0.008334179997983351,0.008334520049686208,0.008333728753005545,0.008334149308531894,0.008334579818356246,0.008336347389291714,0.49942075988021833,0.4339027600497749,0.008334349569160437,0.008334625183991373
Detroit Style Pizza,0.0032263519698910136,0.0032263505317358452,0.0032262545015391904,0.4060774779089207,0.0032264258919996406,0.003226413310850568,0.0032266185975415515,0.0032265130709320934,0.5681110609632284,0.0032265332533610454
Deviled Lobster Tails,0.006667996060062046,0.8266673120664888,0.006667305756107144,0.006667194629446664,0.006667972307411451,0.11998920645774895,0.006668077866750903,0.006669926682898628,0.0066673838153255794,0.006667624357759852
Dirty Dirty Rice,0.9763091095190527,0.0026322720186074604,0.0026324478704132064,0.002632409857610542,0.002632400773824026,0.002632548081861886,0.002632242583025809,0.002632337714069098,0.0026321255236997133,0.0026321060578355917
Ditalini With Roasted Tomato Sauce And Goat Cheese,0.427826313616652,0.004167796572468151,0.004167074982500408,0.538834066679964,0.004167324414786195,0.004167011360266287,0.004167169620526287,0.0041682971357901505,0.004168068159382791,0.004166877457663588
Doreens Ham Slices On The Grill,0.014285932202623064,0.014288321536285557,0.014286338416135127,0.014285714342163039,0.014287640017866235,0.014286826318380652,0.014290423966760623,0.303002170015042,0.014286255206681498,0.5827003779780622
Drunken Mussels,0.005000737970164301,0.3291473659433686,0.005000218839707824,0.00500040033719859,0.005000392978377952,0.005000499379118829,0.005000726069912342,0.6308482366443933,0.005000943062290172,0.0050004787754680214
Dry Aged Prime Rib,0.3272917872352745,0.005556121340993556,0.005556029408444997,0.005555865710252729,0.6282600074425746,0.0055557075847809,0.005555949495396189,0.005556208943048152,0.0055564997200934505,0.005555823119140939
Duck Adobo,0.48125687057083116,0.004348381655069959,0.004349160969961492,0.004348270391342851,0.00434855259601927,0.4839551546871405,0.004348646645741106,0.004348504920829546,0.004348286822478168,0.004348170740586056
Duck Fesenjan,0.8376463151970237,0.0041673451284145084,0.004167779222406287,0.0041670236441271515,0.004167649815756964,0.004167061328757522,0.12901480358038628,0.0041676431653747785,0.004167585492726989,0.004166793425025728
Dumplings,0.01111346164940089,0.011113619065985465,0.011113659104746584,0.011111936388585151,0.011113771625509418,0.011112840265118329,0.011114344615007458,0.011113443551723471,0.5356623186818991,0.37543060505202414
Easiest Slow Cooker French Dip,0.008334976930076588,0.008333568554277549,0.3112131408712973,0.008335182163351555,0.008334581665189588,0.008333615602799957,0.008336397854417338,0.008334290288759316,0.6221068698834631,0.008337376186367639
